offline_datapoint_26 1686493266 596713472,000
offline_datapoint_14 1686493266 480813056,000
offline_datapoint_3 1686493266 8935358464,000
offline_datapoint_9 1686493266 208269312,000
offline_datapoint_25 1686493266 9751,000
offline_datapoint_19 1686493264 0,665
offline_datapoint_8 1686493264 9855,228
offline_datapoint_21 1686493266 208269312,000
offline_datapoint_1 1686493264 0,665
offline_datapoint_20 1686493266 4788719616,000
offline_datapoint_7 1686493266 7388155904,000
offline_datapoint_6 1686493264 0,260
offline_datapoint_12 1686493264 3,041
offline_datapoint_24 1686493264 1,602
offline_datapoint_13 1686493264 2875,730
offline_datapoint_18 1686493266 0,000
offline_datapoint_0 1686493264 3144,748
offline_datapoint_16 1686493264 1057,782
offline_datapoint_28 1686493264 0,484
offline_datapoint_17 1686493264 18,622
offline_datapoint_10 1686493264 99,302
offline_datapoint_29 1686493264 2,660
offline_datapoint_22 1686493264 7094,857
offline_datapoint_4 1686493264 0,005
offline_datapoint_11 1686493269 251845,000
offline_datapoint_5 1686493269 2941,000
offline_datapoint_26 1686493269 596742144,000
offline_datapoint_14 1686493269 480845824,000
offline_datapoint_3 1686493269 8936124416,000
offline_datapoint_9 1686493269 208297984,000
offline_datapoint_25 1686493269 9754,000
offline_datapoint_19 1686493267 13,620
offline_datapoint_8 1686493267 10024,674
offline_datapoint_21 1686493269 208297984,000
offline_datapoint_1 1686493267 1,993
offline_datapoint_20 1686493269 4789891072,000
offline_datapoint_7 1686493269 7399485440,000
offline_datapoint_6 1686493267 0,130
offline_datapoint_12 1686493267 1,958
offline_datapoint_24 1686493267 1,643
offline_datapoint_13 1686493267 3097,062
offline_datapoint_18 1686493269 0,000
offline_datapoint_0 1686493267 3462,477
offline_datapoint_16 1686493267 5457,978
offline_datapoint_28 1686493267 1,218
offline_datapoint_17 1686493267 16,942
offline_datapoint_10 1686493267 98,588
offline_datapoint_29 1686493267 6,976
offline_datapoint_22 1686493267 21845,333
offline_datapoint_4 1686493267 0,012
offline_datapoint_11 1686493272 251845,000
offline_datapoint_5 1686493272 2956,000
offline_datapoint_26 1686493272 596729856,000
offline_datapoint_14 1686493272 480870400,000
offline_datapoint_3 1686493272 8939270144,000
offline_datapoint_9 1686493272 208240640,000
offline_datapoint_25 1686493272 9744,000
offline_datapoint_19 1686493270 0,000
offline_datapoint_8 1686493270 8303,238
offline_datapoint_21 1686493272 208240640,000
offline_datapoint_1 1686493270 0,000
offline_datapoint_20 1686493272 4789719040,000
offline_datapoint_7 1686493272 7389007872,000
offline_datapoint_6 1686493270 0,302
offline_datapoint_12 1686493270 3,160
offline_datapoint_24 1686493270 1,468
offline_datapoint_13 1686493270 2990,757
offline_datapoint_18 1686493272 0,000
offline_datapoint_0 1686493270 3331,573
offline_datapoint_16 1686493270 1064,220
offline_datapoint_28 1686493270 1,190
offline_datapoint_17 1686493270 22,544
offline_datapoint_10 1686493270 98,650
offline_datapoint_29 1686493270 2,652
offline_datapoint_22 1686493270 10962,824
offline_datapoint_4 1686493270 0,012
offline_datapoint_11 1686493275 251845,000
offline_datapoint_5 1686493275 2956,000
offline_datapoint_26 1686493275 596733952,000
offline_datapoint_14 1686493275 480882688,000
offline_datapoint_3 1686493275 8942297088,000
offline_datapoint_9 1686493275 209670144,000
offline_datapoint_25 1686493275 9747,000
offline_datapoint_19 1686493273 10,894
offline_datapoint_8 1686493273 12276,653
offline_datapoint_21 1686493275 209670144,000
offline_datapoint_1 1686493273 1,651
offline_datapoint_20 1686493275 4790878208,000
offline_datapoint_7 1686493275 7364657152,000
offline_datapoint_6 1686493273 0,043
offline_datapoint_12 1686493273 3,341
offline_datapoint_24 1686493273 1,891
offline_datapoint_13 1686493273 3222,758
offline_datapoint_18 1686493275 0,000
offline_datapoint_0 1686493273 3299,348
offline_datapoint_16 1686493273 10465,874
offline_datapoint_28 1686493273 1,298
offline_datapoint_17 1686493273 11,885
offline_datapoint_10 1686493273 98,580
offline_datapoint_29 1686493273 4,292
offline_datapoint_22 1686493273 35953,778
offline_datapoint_4 1686493273 0,013
offline_datapoint_11 1686493278 251845,000
offline_datapoint_5 1686493278 2980,000
offline_datapoint_26 1686493278 596733952,000
offline_datapoint_14 1686493278 480899072,000
offline_datapoint_3 1686493278 8945958912,000
offline_datapoint_9 1686493278 209580032,000
offline_datapoint_25 1686493278 9740,000
offline_datapoint_19 1686493276 2,667
offline_datapoint_8 1686493276 5964,232
offline_datapoint_21 1686493278 209580032,000
offline_datapoint_1 1686493276 0,333
offline_datapoint_20 1686493278 4797394944,000
offline_datapoint_7 1686493278 7383003136,000
offline_datapoint_6 1686493276 0,087
offline_datapoint_12 1686493276 1,951
offline_datapoint_24 1686493276 1,302
offline_datapoint_13 1686493276 2413,292
offline_datapoint_18 1686493278 0,000
offline_datapoint_0 1686493276 2683,288
offline_datapoint_16 1686493276 1061,649
offline_datapoint_28 1686493276 1,189
offline_datapoint_17 1686493276 10,333
offline_datapoint_10 1686493276 98,625
offline_datapoint_29 1686493276 1,333
offline_datapoint_22 1686493276 12023,742
offline_datapoint_4 1686493276 0,012
offline_datapoint_11 1686493281 251845,000
offline_datapoint_5 1686493281 3009,000
offline_datapoint_26 1686493281 596754432,000
offline_datapoint_14 1686493281 480976896,000
offline_datapoint_3 1686493281 8951533568,000
offline_datapoint_9 1686493281 209584128,000
offline_datapoint_25 1686493281 9733,000
offline_datapoint_19 1686493279 0,332
offline_datapoint_8 1686493279 5500,285
offline_datapoint_21 1686493281 209584128,000
offline_datapoint_1 1686493279 0,332
offline_datapoint_20 1686493281 4800626688,000
offline_datapoint_7 1686493281 7391080448,000
offline_datapoint_6 1686493279 0,216
offline_datapoint_12 1686493279 2,917
offline_datapoint_24 1686493279 1,341
offline_datapoint_13 1686493279 2453,948
offline_datapoint_18 1686493281 0,000
offline_datapoint_0 1686493279 3215,117
offline_datapoint_16 1686493279 414,972
offline_datapoint_28 1686493279 1,325
offline_datapoint_17 1686493279 11,961
offline_datapoint_10 1686493279 98,282
offline_datapoint_29 1686493279 0,664
offline_datapoint_22 1686493279 22641,778
offline_datapoint_4 1686493279 0,013
offline_datapoint_11 1686493284 251845,000
offline_datapoint_5 1686493284 3016,000
offline_datapoint_26 1686493284 596754432,000
offline_datapoint_14 1686493284 480976896,000
offline_datapoint_3 1686493284 8951877632,000
offline_datapoint_9 1686493284 209764352,000
offline_datapoint_25 1686493284 9740,000
offline_datapoint_19 1686493282 2,666
offline_datapoint_8 1686493282 5250,609
offline_datapoint_21 1686493284 209764352,000
offline_datapoint_1 1686493282 0,333
offline_datapoint_20 1686493284 4799582208,000
offline_datapoint_7 1686493284 7383781376,000
offline_datapoint_6 1686493282 0,130
offline_datapoint_12 1686493282 1,818
offline_datapoint_24 1686493282 1,302
offline_datapoint_13 1686493282 1889,526
offline_datapoint_18 1686493284 0,000
offline_datapoint_0 1686493282 2087,845
offline_datapoint_16 1686493282 905,599
offline_datapoint_28 1686493282 0,841
offline_datapoint_17 1686493282 4,333
offline_datapoint_10 1686493282 99,122
offline_datapoint_29 1686493282 0,000
offline_datapoint_22 1686493282 19534,769
offline_datapoint_4 1686493282 0,008
offline_datapoint_11 1686493287 251845,000
offline_datapoint_5 1686493287 3015,000
offline_datapoint_26 1686493287 596754432,000
offline_datapoint_14 1686493287 480976896,000
offline_datapoint_3 1686493287 8950829056,000
offline_datapoint_9 1686493287 210137088,000
offline_datapoint_25 1686493287 9741,000
offline_datapoint_19 1686493285 0,000
offline_datapoint_8 1686493285 5240,498
offline_datapoint_21 1686493287 210137088,000
offline_datapoint_1 1686493285 0,000
offline_datapoint_20 1686493287 4799795200,000
offline_datapoint_7 1686493287 7384002560,000
offline_datapoint_6 1686493285 0,216
offline_datapoint_12 1686493285 1,842
offline_datapoint_24 1686493285 0,953
offline_datapoint_13 1686493285 2042,793
offline_datapoint_18 1686493287 0,000
offline_datapoint_0 1686493285 1980,608
offline_datapoint_16 1686493285 914,152
offline_datapoint_28 1686493285 0,599
offline_datapoint_17 1686493285 5,653
offline_datapoint_10 1686493285 99,348
offline_datapoint_29 1686493285 0,665
offline_datapoint_22 1686493285 9155,765
offline_datapoint_4 1686493285 0,006
offline_datapoint_11 1686493290 251845,000
offline_datapoint_5 1686493290 3021,000
offline_datapoint_26 1686493290 596754432,000
offline_datapoint_14 1686493290 481079296,000
offline_datapoint_3 1686493290 8934580224,000
offline_datapoint_9 1686493290 210182144,000
offline_datapoint_25 1686493290 9740,000
offline_datapoint_19 1686493288 0,000
offline_datapoint_8 1686493288 4116,496
offline_datapoint_21 1686493290 210182144,000
offline_datapoint_1 1686493288 0,000
offline_datapoint_20 1686493290 4782309376,000
offline_datapoint_7 1686493290 7383093248,000
offline_datapoint_6 1686493288 0,043
offline_datapoint_12 1686493288 1,874
offline_datapoint_24 1686493288 0,822
offline_datapoint_13 1686493288 1563,033
offline_datapoint_18 1686493290 0,000
offline_datapoint_0 1686493288 1746,704
offline_datapoint_16 1686493288 292,944
offline_datapoint_28 1686493288 1,171
offline_datapoint_17 1686493288 6,643
offline_datapoint_10 1686493288 98,758
offline_datapoint_29 1686493288 1,993
offline_datapoint_22 1686493288 27648,000
offline_datapoint_4 1686493288 0,012
offline_datapoint_11 1686493293 251845,000
offline_datapoint_5 1686493293 3019,000
offline_datapoint_26 1686493293 596836352,000
offline_datapoint_14 1686493293 481079296,000
offline_datapoint_3 1686493293 8933220352,000
offline_datapoint_9 1686493293 209199104,000
offline_datapoint_25 1686493293 9735,000
offline_datapoint_19 1686493291 10,659
offline_datapoint_8 1686493291 3928,083
offline_datapoint_21 1686493293 209199104,000
offline_datapoint_1 1686493291 1,332
offline_datapoint_20 1686493293 4781633536,000
offline_datapoint_7 1686493293 7382532096,000
offline_datapoint_6 1686493291 0,260
offline_datapoint_12 1686493291 1,250
offline_datapoint_24 1686493291 0,867
offline_datapoint_13 1686493291 1642,780
offline_datapoint_18 1686493293 0,000
offline_datapoint_0 1686493291 1679,753
offline_datapoint_16 1686493291 1070,205
offline_datapoint_28 1686493291 1,335
offline_datapoint_17 1686493291 6,662
offline_datapoint_10 1686493291 98,764
offline_datapoint_29 1686493291 2,998
offline_datapoint_22 1686493291 61440,000
offline_datapoint_4 1686493291 0,013
offline_datapoint_11 1686493296 251845,000
offline_datapoint_5 1686493296 3016,000
offline_datapoint_26 1686493296 596865024,000
offline_datapoint_14 1686493296 481079296,000
offline_datapoint_3 1686493296 8947806208,000
offline_datapoint_9 1686493296 209281024,000
offline_datapoint_25 1686493296 9731,000
offline_datapoint_19 1686493294 0,000
offline_datapoint_8 1686493294 2971,636
offline_datapoint_21 1686493296 209281024,000
offline_datapoint_1 1686493294 0,000
offline_datapoint_20 1686493296 4796104704,000
offline_datapoint_7 1686493296 7397564416,000
offline_datapoint_6 1686493294 0,086
offline_datapoint_12 1686493294 1,756
offline_datapoint_24 1686493294 0,603
offline_datapoint_13 1686493294 1337,236
offline_datapoint_18 1686493296 0,000
offline_datapoint_0 1686493294 1402,096
offline_datapoint_16 1686493294 324,630
offline_datapoint_28 1686493294 0,623
offline_datapoint_17 1686493294 3,640
offline_datapoint_10 1686493294 99,335
offline_datapoint_29 1686493294 0,662
offline_datapoint_22 1686493294 12660,364
offline_datapoint_4 1686493294 0,006
offline_datapoint_11 1686493299 251845,000
offline_datapoint_5 1686493299 3014,000
offline_datapoint_26 1686493299 596865024,000
offline_datapoint_14 1686493299 481099776,000
offline_datapoint_3 1686493299 8946454528,000
offline_datapoint_9 1686493299 208855040,000
offline_datapoint_25 1686493299 9723,000
offline_datapoint_19 1686493297 8,013
offline_datapoint_8 1686493297 4042,383
offline_datapoint_21 1686493299 208855040,000
offline_datapoint_1 1686493297 1,002
offline_datapoint_20 1686493299 4792442880,000
offline_datapoint_7 1686493299 7389413376,000
offline_datapoint_6 1686493297 0,043
offline_datapoint_12 1686493297 0,711
offline_datapoint_24 1686493297 0,782
offline_datapoint_13 1686493297 1342,119
offline_datapoint_18 1686493299 0,000
offline_datapoint_0 1686493297 1419,241
offline_datapoint_16 1686493297 6412,459
offline_datapoint_28 1686493297 0,915
offline_datapoint_17 1686493297 8,013
offline_datapoint_10 1686493297 98,948
offline_datapoint_29 1686493297 2,337
offline_datapoint_22 1686493297 38229,333
offline_datapoint_4 1686493297 0,009
offline_datapoint_11 1686493302 251845,000
offline_datapoint_5 1686493302 3004,000
offline_datapoint_26 1686493302 596865024,000
offline_datapoint_14 1686493302 481099776,000
offline_datapoint_3 1686493302 8929746944,000
offline_datapoint_9 1686493302 209149952,000
offline_datapoint_25 1686493302 9739,000
offline_datapoint_19 1686493300 0,000
offline_datapoint_8 1686493300 2614,805
offline_datapoint_21 1686493302 209149952,000
offline_datapoint_1 1686493300 0,000
offline_datapoint_20 1686493302 4778409984,000
offline_datapoint_7 1686493302 7376134144,000
offline_datapoint_6 1686493300 0,129
offline_datapoint_12 1686493300 1,570
offline_datapoint_24 1686493300 0,516
offline_datapoint_13 1686493300 1433,286
offline_datapoint_18 1686493302 0,000
offline_datapoint_0 1686493300 1542,979
offline_datapoint_16 1686493300 457,277
offline_datapoint_28 1686493300 0,536
offline_datapoint_17 1686493300 3,634
offline_datapoint_10 1686493300 99,463
offline_datapoint_29 1686493300 0,661
offline_datapoint_22 1686493300 6330,182
offline_datapoint_4 1686493300 0,005
offline_datapoint_11 1686493305 251845,000
offline_datapoint_5 1686493305 2996,000
offline_datapoint_26 1686493305 596865024,000
offline_datapoint_14 1686493305 481099776,000
offline_datapoint_3 1686493305 8930746368,000
offline_datapoint_9 1686493305 209186816,000
offline_datapoint_25 1686493305 9745,000
offline_datapoint_19 1686493303 2,661
offline_datapoint_8 1686493303 4886,999
offline_datapoint_21 1686493305 209186816,000
offline_datapoint_1 1686493303 0,333
offline_datapoint_20 1686493305 4778094592,000
offline_datapoint_7 1686493305 7376027648,000
offline_datapoint_6 1686493303 0,217
offline_datapoint_12 1686493303 1,724
offline_datapoint_24 1686493303 0,866
offline_datapoint_13 1686493303 1825,141
offline_datapoint_18 1686493305 0,000
offline_datapoint_0 1686493303 1955,199
offline_datapoint_16 1686493303 616,363
offline_datapoint_28 1686493303 1,196
offline_datapoint_17 1686493303 21,288
offline_datapoint_10 1686493303 98,760
offline_datapoint_29 1686493303 1,996
offline_datapoint_22 1686493303 7296,000
offline_datapoint_4 1686493303 0,012
offline_datapoint_11 1686493308 251845,000
offline_datapoint_5 1686493308 2984,000
offline_datapoint_26 1686493308 596865024,000
offline_datapoint_14 1686493308 481099776,000
offline_datapoint_3 1686493308 8928292864,000
offline_datapoint_9 1686493308 208035840,000
offline_datapoint_25 1686493308 9739,000
offline_datapoint_19 1686493306 0,000
offline_datapoint_8 1686493306 3401,959
offline_datapoint_21 1686493308 208035840,000
offline_datapoint_1 1686493306 0,000
offline_datapoint_20 1686493308 4776927232,000
offline_datapoint_7 1686493308 7381016576,000
offline_datapoint_6 1686493306 0,086
offline_datapoint_12 1686493306 2,332
offline_datapoint_24 1686493306 1,249
offline_datapoint_13 1686493306 2189,763
offline_datapoint_18 1686493308 0,000
offline_datapoint_0 1686493306 2574,966
offline_datapoint_16 1686493306 956,387
offline_datapoint_28 1686493306 1,148
offline_datapoint_17 1686493306 6,619
offline_datapoint_10 1686493306 98,837
offline_datapoint_29 1686493306 1,986
offline_datapoint_22 1686493306 11264,000
offline_datapoint_4 1686493306 0,011
offline_datapoint_11 1686493311 251845,000
offline_datapoint_5 1686493311 2977,000
offline_datapoint_26 1686493311 596865024,000
offline_datapoint_14 1686493311 481099776,000
offline_datapoint_3 1686493311 8929144832,000
offline_datapoint_9 1686493311 208474112,000
offline_datapoint_25 1686493311 9748,000
offline_datapoint_19 1686493309 2,667
offline_datapoint_8 1686493309 7769,359
offline_datapoint_21 1686493311 208474112,000
offline_datapoint_1 1686493309 0,333
offline_datapoint_20 1686493311 4776857600,000
offline_datapoint_7 1686493311 7381168128,000
offline_datapoint_6 1686493309 0,130
offline_datapoint_12 1686493309 2,473
offline_datapoint_24 1686493309 0,868
offline_datapoint_13 1686493309 2499,985
offline_datapoint_18 1686493311 0,000
offline_datapoint_0 1686493309 2705,705
offline_datapoint_16 1686493309 1084,950
offline_datapoint_28 1686493309 1,424
offline_datapoint_17 1686493309 6,668
offline_datapoint_10 1686493309 98,655
offline_datapoint_29 1686493309 0,000
offline_datapoint_22 1686493309 14540,800
offline_datapoint_4 1686493309 0,014
offline_datapoint_11 1686493314 251845,000
offline_datapoint_5 1686493314 2974,000
offline_datapoint_26 1686493314 596865024,000
offline_datapoint_14 1686493314 481136640,000
offline_datapoint_3 1686493314 8926232576,000
offline_datapoint_9 1686493314 210087936,000
offline_datapoint_25 1686493314 9740,000
offline_datapoint_19 1686493312 10,646
offline_datapoint_8 1686493312 5077,937
offline_datapoint_21 1686493314 210087936,000
offline_datapoint_1 1686493312 1,331
offline_datapoint_20 1686493314 4775809024,000
offline_datapoint_7 1686493314 7380451328,000
offline_datapoint_6 1686493312 0,043
offline_datapoint_12 1686493312 1,251
offline_datapoint_24 1686493312 0,996
offline_datapoint_13 1686493312 1689,319
offline_datapoint_18 1686493314 0,000
offline_datapoint_0 1686493312 1721,588
offline_datapoint_16 1686493312 13182,544
offline_datapoint_28 1686493312 0,680
offline_datapoint_17 1686493312 13,307
offline_datapoint_10 1686493312 99,217
offline_datapoint_29 1686493312 1,663
offline_datapoint_22 1686493312 20787,200
offline_datapoint_4 1686493312 0,007
offline_datapoint_11 1686493317 251845,000
offline_datapoint_5 1686493317 2981,000
offline_datapoint_26 1686493317 596865024,000
offline_datapoint_14 1686493317 481136640,000
offline_datapoint_3 1686493317 8965050368,000
offline_datapoint_9 1686493317 210112512,000
offline_datapoint_25 1686493317 9723,000
offline_datapoint_19 1686493315 2,655
offline_datapoint_8 1686493315 8408,286
offline_datapoint_21 1686493317 210112512,000
offline_datapoint_1 1686493315 0,332
offline_datapoint_20 1686493317 4812976128,000
offline_datapoint_7 1686493317 7398318080,000
offline_datapoint_6 1686493315 0,691
offline_datapoint_12 1686493315 4,207
offline_datapoint_24 1686493315 2,506
offline_datapoint_13 1686493315 5461,951
offline_datapoint_18 1686493317 0,000
offline_datapoint_0 1686493315 6881,859
offline_datapoint_16 1686493315 1591,465
offline_datapoint_28 1686493315 1,161
offline_datapoint_17 1686493315 4,646
offline_datapoint_10 1686493315 98,851
offline_datapoint_29 1686493315 1,327
offline_datapoint_22 1686493315 57636,571
offline_datapoint_4 1686493315 0,012
offline_datapoint_11 1686493320 251845,000
offline_datapoint_5 1686493320 2982,000
offline_datapoint_26 1686493320 596869120,000
offline_datapoint_14 1686493320 481222656,000
offline_datapoint_3 1686493320 8964423680,000
offline_datapoint_9 1686493320 209121280,000
offline_datapoint_25 1686493320 9730,000
offline_datapoint_19 1686493318 5,339
offline_datapoint_8 1686493318 3686,934
offline_datapoint_21 1686493320 209121280,000
offline_datapoint_1 1686493318 0,667
offline_datapoint_20 1686493320 4812947456,000
offline_datapoint_7 1686493320 7398273024,000
offline_datapoint_6 1686493318 0,913
offline_datapoint_12 1686493318 2,840
offline_datapoint_24 1686493318 2,129
offline_datapoint_13 1686493318 3248,466
offline_datapoint_18 1686493320 0,000
offline_datapoint_0 1686493318 3271,824
offline_datapoint_16 1686493318 5907,303
offline_datapoint_28 1686493318 0,656
offline_datapoint_17 1686493318 7,007
offline_datapoint_10 1686493318 98,950
offline_datapoint_29 1686493318 2,002
offline_datapoint_22 1686493318 46031,238
offline_datapoint_4 1686493318 0,007
